sls_ord_num,sls_order_dt,sls_ship_dt,sls_due_dt,customer_sk,product_sk,sls_sales,sls_quantity,sls_price,sls_sales_calc
SO51026,2012-12-22,2012-12-29,2013-01-03,154618822728,90,1000.0,1,1000.0,1000.0
SO51036,2012-12-23,2012-12-30,2013-01-04,8589934652,87,1000.0,1,1000.0,1000.0
SO51058,2012-12-25,2013-01-01,2013-01-06,300647710738,88,1000.0,1,1000.0,1000.0
SO51200,2012-12-29,2013-01-05,2013-01-10,515396075576,90,1120.0,1,1120.0,1120.0
SO51212,2012-12-30,2013-01-06,2013-01-11,970662608962,87,1120.0,1,1120.0,1120.0
SO51221,2012-12-30,2013-01-06,2013-01-11,1468878815236,90,1120.0,1,1120.0,1120.0
SO51242,2012-12-31,2013-01-07,2013-01-12,1614907703354,89,1120.0,1,1120.0,1120.0
SO51255,2013-01-01,2013-01-08,2013-01-13,1382979469385,88,1120.0,1,1120.0,1120.0
SO51257,2013-01-01,2013-01-08,2013-01-13,644245094441,86,1120.0,1,1120.0,1120.0
SO51258,2013-01-01,2013-01-08,2013-01-13,1168231104552,88,1120.0,1,1120.0,1120.0
SO51284,2013-01-03,2013-01-10,2013-01-15,1434519076916,88,1120.0,1,1120.0,1120.0
SO51296,2013-01-04,2013-01-11,2013-01-16,1099511627820,86,1120.0,1,1120.0,1120.0
SO51316,2013-01-05,2013-01-12,2013-01-17,901943132180,89,1120.0,1,1120.0,1120.0
SO51317,2013-01-05,2013-01-12,2013-01-17,858993459286,86,1120.0,1,1120.0,1120.0
SO51333,2013-01-06,2013-01-13,2013-01-18,257698037812,88,1120.0,1,1120.0,1120.0
SO51334,2013-01-06,2013-01-13,2013-01-18,755914244141,86,1120.0,1,1120.0,1120.0
SO51338,2013-01-07,2013-01-14,2013-01-19,695784701972,86,1120.0,1,1120.0,1120.0
SO51349,2013-01-07,2013-01-14,2013-01-19,635655159884,87,1120.0,1,1120.0,1120.0
SO51356,2013-01-07,2013-01-14,2013-01-19,283467841587,86,1120.0,1,1120.0,1120.0
SO51372,2013-01-08,2013-01-15,2013-01-20,1400159338578,90,1120.0,1,1120.0,1120.0
SO51389,2013-01-09,2013-01-16,2013-01-21,1030792151066,87,1120.0,1,1120.0,1120.0
SO51406,2013-01-10,2013-01-17,2013-01-22,17179869233,90,1120.0,1,1120.0,1120.0
SO51425,2013-01-11,2013-01-18,2013-01-23,1322849927212,87,1120.0,1,1120.0,1120.0
SO51438,2013-01-12,2013-01-19,2013-01-24,601295421488,86,1120.0,1,1120.0,1120.0
SO51446,2013-01-13,2013-01-20,2013-01-25,1494648619070,87,1120.0,1,1120.0,1120.0
SO51451,2013-01-13,2013-01-20,2013-01-25,1606317768752,88,1120.0,1,1120.0,1120.0
SO51463,2013-01-14,2013-01-21,2013-01-26,1400159338550,86,1120.0,1,1120.0,1120.0
SO51474,2013-01-15,2013-01-22,2013-01-27,1340029796393,89,1120.0,1,1120.0,1120.0
SO51497,2013-01-16,2013-01-23,2013-01-28,1056561954850,90,1120.0,1,1120.0,1120.0
SO51498,2013-01-16,2013-01-23,2013-01-28,171798691881,89,1120.0,1,1120.0,1120.0
SO51499,2013-01-16,2013-01-23,2013-01-28,1022202216514,88,1120.0,1,1120.0,1120.0
SO51525,2013-01-18,2013-01-25,2013-01-30,326417514591,87,1120.0,1,1120.0,1120.0
SO51526,2013-01-18,2013-01-25,2013-01-30,197568495670,90,1120.0,1,1120.0,1120.0
SO51539,2013-01-19,2013-01-26,2013-01-31,1443109011500,88,1120.0,1,1120.0,1120.0
SO51540,2013-01-19,2013-01-26,2013-01-31,1047972020266,87,1120.0,1,1120.0,1120.0
SO51541,2013-01-19,2013-01-26,2013-01-31,1305670058053,89,1120.0,1,1120.0,1120.0
SO51542,2013-01-19,2013-01-26,2013-01-31,352187318338,89,1120.0,1,1120.0,1120.0
SO51558,2013-01-20,2013-01-27,2013-02-01,51539607615,90,1120.0,1,1120.0,1120.0
SO51559,2013-01-20,2013-01-27,2013-02-01,1151051235391,89,1120.0,1,1120.0,1120.0
SO51585,2013-01-21,2013-01-28,2013-02-02,1279900254258,86,1120.0,1,1120.0,1120.0
SO51630,2013-01-24,2013-01-31,2013-02-05,1640677507115,86,1120.0,1,1120.0,1120.0
SO51631,2013-01-24,2013-01-31,2013-02-05,1236950581293,88,1120.0,1,1120.0,1120.0
SO51632,2013-01-24,2013-01-31,2013-02-05,1297080123423,87,1120.0,1,1120.0,1120.0
SO51633,2013-01-24,2013-01-31,2013-02-05,395136991265,86,1120.0,1,1120.0,1120.0
SO51657,2013-01-25,2013-02-01,2013-02-06,1623497637934,88,1120.0,1,1120.0,1120.0
SO51685,2013-01-27,2013-02-03,2013-02-08,764504178730,89,1120.0,1,1120.0,1120.0
SO51920,2013-01-28,2013-02-04,2013-02-09,1254130450467,88,1120.0,1,1120.0,1120.0
SO51922,2013-01-29,2013-02-05,2013-02-10,919123001424,86,1120.0,1,1120.0,1120.0
SO52016,2013-01-30,2013-02-06,2013-02-11,1262720385058,86,1120.0,1,1120.0,1120.0
SO52019,2013-01-31,2013-02-07,2013-02-12,1030792151084,86,1120.0,1,1120.0,1120.0
SO52063,2013-01-31,2013-02-07,2013-02-12,231928234033,86,1120.0,1,1120.0,1120.0
SO52065,2013-02-01,2013-02-08,2013-02-13,901943132201,86,1120.0,1,1120.0,1120.0
SO52151,2013-02-02,2013-02-09,2013-02-14,1099511627849,89,1120.0,1,1120.0,1120.0
SO52152,2013-02-02,2013-02-09,2013-02-14,1589137899582,86,1120.0,1,1120.0,1120.0
SO52157,2013-02-03,2013-02-10,2013-02-15,1374389534790,86,1120.0,1,1120.0,1120.0
SO52158,2013-02-03,2013-02-10,2013-02-15,901943132206,89,1120.0,1,1120.0,1120.0
SO52364,2013-02-06,2013-02-13,2013-02-18,343597383724,87,1120.0,1,1120.0,1120.0
SO52401,2013-02-07,2013-02-14,2013-02-19,1554778161210,88,1120.0,1,1120.0,1120.0
SO52403,2013-02-07,2013-02-14,2013-02-19,584115552293,88,1120.0,1,1120.0,1120.0
SO52461,2013-02-08,2013-02-15,2013-02-20,420906795058,89,1120.0,1,1120.0,1120.0
SO52462,2013-02-08,2013-02-15,2013-02-20,712964571177,88,1120.0,1,1120.0,1120.0
SO52463,2013-02-08,2013-02-15,2013-02-20,51539607616,87,1120.0,1,1120.0,1120.0
SO52520,2013-02-09,2013-02-16,2013-02-21,1228360646703,90,1120.0,1,1120.0,1120.0
SO52521,2013-02-09,2013-02-16,2013-02-21,884763263029,89,1120.0,1,1120.0,1120.0
SO52522,2013-02-10,2013-02-17,2013-02-22,335007449110,89,1120.0,1,1120.0,1120.0
SO52571,2013-02-10,2013-02-17,2013-02-22,1348619730977,90,1120.0,1,1120.0,1120.0
SO52572,2013-02-10,2013-02-17,2013-02-22,618475290662,89,1120.0,1,1120.0,1120.0
SO52611,2013-02-11,2013-02-18,2013-02-23,1005022347305,87,1120.0,1,1120.0,1120.0
SO52612,2013-02-11,2013-02-18,2013-02-23,601295421511,88,1120.0,1,1120.0,1120.0
SO52665,2013-02-12,2013-02-19,2013-02-24,730144440359,87,1120.0,1,1120.0,1120.0
SO52666,2013-02-12,2013-02-19,2013-02-24,257698037828,86,1120.0,1,1120.0,1120.0
SO52724,2013-02-13,2013-02-20,2013-02-25,1365799600181,90,1120.0,1,1120.0,1120.0
SO52768,2013-02-14,2013-02-21,2013-02-26,223338299419,86,1120.0,1,1120.0,1120.0
SO52769,2013-02-14,2013-02-21,2013-02-26,326417514544,88,1120.0,1,1120.0,1120.0
SO52771,2013-02-14,2013-02-21,2013-02-26,1245540515889,86,1120.0,1,1120.0,1120.0
SO52836,2013-02-15,2013-02-22,2013-02-27,1159641169961,90,1120.0,1,1120.0,1120.0
SO52837,2013-02-15,2013-02-22,2013-02-27,1271310319674,88,1120.0,1,1120.0,1120.0
SO52838,2013-02-15,2013-02-22,2013-02-27,1065151889455,89,1120.0,1,1120.0,1120.0
SO52842,2013-02-16,2013-02-23,2013-02-28,146028888131,88,1120.0,1,1120.0,1120.0
SO52843,2013-02-16,2013-02-23,2013-02-28,893353197631,86,1120.0,1,1120.0,1120.0
SO52880,2013-02-16,2013-02-23,2013-02-28,1039382085709,87,1120.0,1,1120.0,1120.0
SO52924,2013-02-17,2013-02-24,2013-03-01,472446402600,90,1120.0,1,1120.0,1120.0
SO52925,2013-02-17,2013-02-24,2013-03-01,506806140968,88,1120.0,1,1120.0,1120.0
SO52930,2013-02-18,2013-02-25,2013-03-02,1511828488266,86,1120.0,1,1120.0,1120.0
SO52964,2013-02-19,2013-02-26,2013-03-03,1108101562441,87,1120.0,1,1120.0,1120.0
SO53004,2013-02-20,2013-02-27,2013-03-04,1649267441693,90,1120.0,1,1120.0,1120.0
SO53065,2013-02-20,2013-02-27,2013-03-04,317827579941,86,1120.0,1,1120.0,1120.0
SO53066,2013-02-20,2013-02-27,2013-03-04,1039382085689,86,1120.0,1,1120.0,1120.0
SO53067,2013-02-20,2013-02-27,2013-03-04,1451698946098,88,1120.0,1,1120.0,1120.0
SO53129,2013-02-21,2013-02-28,2013-03-05,85899345976,86,1120.0,1,1120.0,1120.0
SO53130,2013-02-21,2013-02-28,2013-03-05,1546188226608,86,1120.0,1,1120.0,1120.0
SO53180,2013-02-22,2013-03-01,2013-03-06,1314259992612,89,1120.0,1,1120.0,1120.0
SO53181,2013-02-22,2013-03-01,2013-03-06,1254130450466,90,1120.0,1,1120.0,1120.0
SO53182,2013-02-22,2013-03-01,2013-03-06,180388626481,86,1120.0,1,1120.0,1120.0
SO53183,2013-02-22,2013-03-01,2013-03-06,17179869254,88,1120.0,1,1120.0,1120.0
SO53287,2013-02-24,2013-03-03,2013-03-08,197568495653,88,1120.0,1,1120.0,1120.0
SO53340,2013-02-25,2013-03-04,2013-03-09,523986010161,86,1120.0,1,1120.0,1120.0
SO53341,2013-02-25,2013-03-04,2013-03-09,670014898224,87,1120.0,1,1120.0,1120.0
SO53342,2013-02-25,2013-03-04,2013-03-09,670014898222,90,1120.0,1,1120.0,1120.0
SO53343,2013-02-25,2013-03-04,2013-03-09,446676598796,88,1120.0,1,1120.0,1120.0
SO53344,2013-02-25,2013-03-04,2013-03-09,266287972389,89,1120.0,1,1120.0,1120.0
SO53395,2013-02-26,2013-03-05,2013-03-10,661424963617,87,1120.0,1,1120.0,1120.0
SO53396,2013-02-26,2013-03-05,2013-03-10,1340029796447,89,1120.0,1,1120.0,1120.0
SO53398,2013-02-27,2013-03-06,2013-03-11,1511828488261,90,1120.0,1,1120.0,1120.0
SO53447,2013-02-27,2013-03-06,2013-03-11,1073741824036,89,1120.0,1,1120.0,1120.0
SO53659,2013-02-28,2013-03-07,2013-03-12,876173328400,89,1120.0,1,1120.0,1120.0
SO53660,2013-02-28,2013-03-07,2013-03-12,867583393833,88,1120.0,1,1120.0,1120.0
SO53662,2013-03-01,2013-03-08,2013-03-13,893353197624,88,1120.0,1,1120.0,1120.0
SO53718,2013-03-01,2013-03-08,2013-03-13,352187318324,87,1120.0,1,1120.0,1120.0
SO53771,2013-03-02,2013-03-09,2013-03-14,584115552300,88,1120.0,1,1120.0,1120.0
SO53773,2013-03-03,2013-03-10,2013-03-15,850403524671,89,1120.0,1,1120.0,1120.0
SO53874,2013-03-05,2013-03-12,2013-03-17,1090921693248,90,1120.0,1,1120.0,1120.0
SO53875,2013-03-05,2013-03-12,2013-03-17,1494648619063,90,1120.0,1,1120.0,1120.0
SO53917,2013-03-05,2013-03-12,2013-03-17,1133871366192,88,1120.0,1,1120.0,1120.0
SO53920,2013-03-06,2013-03-13,2013-03-18,1047972020298,87,1120.0,1,1120.0,1120.0
SO53921,2013-03-06,2013-03-13,2013-03-18,627065225282,86,1120.0,1,1120.0,1120.0
SO53977,2013-03-07,2013-03-14,2013-03-19,962072674388,90,1120.0,1,1120.0,1120.0
SO54099,2013-03-08,2013-03-15,2013-03-20,1546188226609,88,1120.0,1,1120.0,1120.0
SO54103,2013-03-09,2013-03-16,2013-03-21,412316860495,88,1120.0,1,1120.0,1120.0
SO54143,2013-03-09,2013-03-16,2013-03-21,695784701991,90,1120.0,1,1120.0,1120.0
SO54144,2013-03-09,2013-03-16,2013-03-21,274877906984,87,1120.0,1,1120.0,1120.0
SO54179,2013-03-10,2013-03-17,2013-03-22,1099511627821,89,1120.0,1,1120.0,1120.0
SO54180,2013-03-10,2013-03-17,2013-03-22,395136991267,89,1120.0,1,1120.0,1120.0
SO54181,2013-03-10,2013-03-17,2013-03-22,721554505775,87,1120.0,1,1120.0,1120.0
SO54182,2013-03-10,2013-03-17,2013-03-22,214748364857,90,1120.0,1,1120.0,1120.0
SO54185,2013-03-11,2013-03-18,2013-03-23,274877907012,89,1120.0,1,1120.0,1120.0
SO54186,2013-03-11,2013-03-18,2013-03-23,1580547964990,86,1120.0,1,1120.0,1120.0
SO54245,2013-03-11,2013-03-18,2013-03-23,549755813932,88,1120.0,1,1120.0,1120.0
SO54246,2013-03-11,2013-03-18,2013-03-23,755914244155,87,1120.0,1,1120.0,1120.0
SO54247,2013-03-11,2013-03-18,2013-03-23,549755813931,88,1120.0,1,1120.0,1120.0
SO54248,2013-03-11,2013-03-18,2013-03-23,266287972420,87,1120.0,1,1120.0,1120.0
SO54249,2013-03-12,2013-03-19,2013-03-24,1228360646713,88,1120.0,1,1120.0,1120.0
SO54309,2013-03-12,2013-03-19,2013-03-24,249108103224,89,1120.0,1,1120.0,1120.0
SO54310,2013-03-12,2013-03-19,2013-03-24,455266533422,87,1120.0,1,1120.0,1120.0
SO54312,2013-03-12,2013-03-19,2013-03-24,1382979469361,87,1120.0,1,1120.0,1120.0
SO54316,2013-03-13,2013-03-20,2013-03-25,1425929142302,87,1120.0,1,1120.0,1120.0
SO54371,2013-03-13,2013-03-20,2013-03-25,996432412715,88,1120.0,1,1120.0,1120.0
SO54372,2013-03-13,2013-03-20,2013-03-25,1460288880715,88,1120.0,1,1120.0,1120.0
SO54426,2013-03-14,2013-03-21,2013-03-26,523986010163,89,1120.0,1,1120.0,1120.0
SO54427,2013-03-14,2013-03-21,2013-03-26,1709396983819,89,1120.0,1,1120.0,1120.0
SO54430,2013-03-15,2013-03-22,2013-03-27,231928234050,89,1120.0,1,1120.0,1120.0
SO54474,2013-03-15,2013-03-22,2013-03-27,523986010164,90,1120.0,1,1120.0,1120.0
SO54475,2013-03-15,2013-03-22,2013-03-27,1331439861805,86,1120.0,1,1120.0,1120.0
SO54523,2013-03-16,2013-03-23,2013-03-28,996432412741,90,1120.0,1,1120.0,1120.0
SO54527,2013-03-17,2013-03-24,2013-03-29,979252543545,90,1120.0,1,1120.0,1120.0
SO54587,2013-03-18,2013-03-25,2013-03-30,1322849927196,89,1120.0,1,1120.0,1120.0
SO54588,2013-03-18,2013-03-25,2013-03-30,1322849927236,88,1120.0,1,1120.0,1120.0
SO54653,2013-03-18,2013-03-25,2013-03-30,575525617697,89,1120.0,1,1120.0,1120.0
SO54654,2013-03-18,2013-03-25,2013-03-30,1262720385038,90,1120.0,1,1120.0,1120.0
SO54655,2013-03-18,2013-03-25,2013-03-30,377957122057,89,1120.0,1,1120.0,1120.0
SO54710,2013-03-19,2013-03-26,2013-03-31,1494648619042,88,1120.0,1,1120.0,1120.0
SO54711,2013-03-19,2013-03-26,2013-03-31,850403524651,89,1120.0,1,1120.0,1120.0
SO54716,2013-03-20,2013-03-27,2013-04-01,1374389534792,90,1120.0,1,1120.0,1120.0
SO54765,2013-03-20,2013-03-27,2013-04-01,309237645342,86,1120.0,1,1120.0,1120.0
SO54766,2013-03-20,2013-03-27,2013-04-01,214748364846,89,1120.0,1,1120.0,1120.0
SO54815,2013-03-21,2013-03-28,2013-04-02,1228360646698,87,1120.0,1,1120.0,1120.0
SO54816,2013-03-21,2013-03-28,2013-04-02,953482739759,90,1120.0,1,1120.0,1120.0
SO54821,2013-03-22,2013-03-29,2013-04-03,1632087572502,90,1120.0,1,1120.0,1120.0
SO54872,2013-03-22,2013-03-29,2013-04-03,962072674364,88,1120.0,1,1120.0,1120.0
SO54873,2013-03-22,2013-03-29,2013-04-03,506806140982,86,1120.0,1,1120.0,1120.0
SO54874,2013-03-22,2013-03-29,2013-04-03,85899346003,88,1120.0,1,1120.0,1120.0
SO54930,2013-03-23,2013-03-30,2013-04-04,893353197607,88,1120.0,1,1120.0,1120.0
SO54932,2013-03-24,2013-03-31,2013-04-05,841813590078,88,1120.0,1,1120.0,1120.0
SO54933,2013-03-24,2013-03-31,2013-04-05,1580547964981,86,1120.0,1,1120.0,1120.0
SO54976,2013-03-25,2013-04-01,2013-04-06,833223655502,88,1120.0,1,1120.0,1120.0
SO55031,2013-03-26,2013-04-02,2013-04-07,1666447310910,88,1120.0,1,1120.0,1120.0
SO55032,2013-03-26,2013-04-02,2013-04-07,962072674349,90,1120.0,1,1120.0,1120.0
SO55089,2013-03-26,2013-04-02,2013-04-07,635655159868,90,1120.0,1,1120.0,1120.0
SO55090,2013-03-26,2013-04-02,2013-04-07,1254130450468,89,1120.0,1,1120.0,1120.0
SO55091,2013-03-26,2013-04-02,2013-04-07,420906795078,87,1120.0,1,1120.0,1120.0
SO55092,2013-03-27,2013-04-03,2013-04-08,1254130450494,87,1120.0,1,1120.0,1120.0
SO55137,2013-03-27,2013-04-03,2013-04-08,1340029796418,87,1120.0,1,1120.0,1120.0
SO55139,2013-03-28,2013-04-04,2013-04-09,386547056699,86,1120.0,1,1120.0,1120.0
SO55231,2013-03-29,2013-04-05,2013-04-10,936302870573,88,1120.0,1,1120.0,1120.0
SO55332,2013-03-30,2013-04-06,2013-04-11,206158430262,90,1120.0,1,1120.0,1120.0
SO55378,2013-03-30,2013-04-06,2013-04-11,42949673024,90,1120.0,1,1120.0,1120.0
SO55451,2013-04-01,2013-04-08,2013-04-13,1013612281916,90,1120.0,1,1120.0,1120.0
SO55452,2013-04-01,2013-04-08,2013-04-13,146028888089,89,1120.0,1,1120.0,1120.0
SO55502,2013-04-01,2013-04-08,2013-04-13,42949673023,89,1120.0,1,1120.0,1120.0
SO55548,2013-04-02,2013-04-09,2013-04-14,1700807049269,86,1120.0,1,1120.0,1120.0
SO55549,2013-04-02,2013-04-09,2013-04-14,781684047935,90,1120.0,1,1120.0,1120.0
SO55610,2013-04-03,2013-04-10,2013-04-15,1477468749860,89,1120.0,1,1120.0,1120.0
SO55676,2013-04-04,2013-04-11,2013-04-16,206158430241,88,1120.0,1,1120.0,1120.0
SO55677,2013-04-04,2013-04-11,2013-04-16,8589934628,88,1120.0,1,1120.0,1120.0
SO55678,2013-04-04,2013-04-11,2013-04-16,944892805149,86,1120.0,1,1120.0,1120.0
SO55679,2013-04-04,2013-04-11,2013-04-16,558345748517,89,1120.0,1,1120.0,1120.0
SO55732,2013-04-05,2013-04-12,2013-04-17,1013612281896,86,1120.0,1,1120.0,1120.0
SO55733,2013-04-05,2013-04-12,2013-04-17,51539607603,87,1120.0,1,1120.0,1120.0
SO55734,2013-04-05,2013-04-12,2013-04-17,188978561080,90,1120.0,1,1120.0,1120.0
SO55736,2013-04-06,2013-04-13,2013-04-18,472446402586,90,1120.0,1,1120.0,1120.0
SO55737,2013-04-06,2013-04-13,2013-04-18,1013612281917,87,1120.0,1,1120.0,1120.0
SO55738,2013-04-06,2013-04-13,2013-04-18,489626271776,89,1120.0,1,1120.0,1120.0
SO55806,2013-04-06,2013-04-13,2013-04-18,1537598292000,88,1120.0,1,1120.0,1120.0
SO55807,2013-04-06,2013-04-13,2013-04-18,386547056683,86,1120.0,1,1120.0,1120.0
SO55808,2013-04-06,2013-04-13,2013-04-18,816043786317,88,1120.0,1,1120.0,1120.0
SO55809,2013-04-06,2013-04-13,2013-04-18,1382979469390,90,1120.0,1,1120.0,1120.0
SO55867,2013-04-08,2013-04-15,2013-04-20,1537598291990,87,1120.0,1,1120.0,1120.0
SO55919,2013-04-08,2013-04-15,2013-04-20,171798691886,87,1120.0,1,1120.0,1120.0
SO55920,2013-04-08,2013-04-15,2013-04-20,867583393854,89,1120.0,1,1120.0,1120.0
SO55922,2013-04-09,2013-04-16,2013-04-21,1675037245465,89,1120.0,1,1120.0,1120.0
SO56013,2013-04-10,2013-04-17,2013-04-22,1374389534761,89,1120.0,1,1120.0,1120.0
SO56014,2013-04-10,2013-04-17,2013-04-22,627065225263,87,1120.0,1,1120.0,1120.0
SO56015,2013-04-10,2013-04-17,2013-04-22,858993459245,86,1120.0,1,1120.0,1120.0
SO56020,2013-04-11,2013-04-18,2013-04-23,549755813958,87,1120.0,1,1120.0,1120.0
SO56122,2013-04-12,2013-04-19,2013-04-24,1254130450461,88,1120.0,1,1120.0,1120.0
SO56125,2013-04-13,2013-04-20,2013-04-25,738734374972,87,1120.0,1,1120.0,1120.0
SO56185,2013-04-13,2013-04-20,2013-04-25,1434519076900,89,1120.0,1,1120.0,1120.0
SO56223,2013-04-14,2013-04-21,2013-04-26,1571958030392,86,1120.0,1,1120.0,1120.0
SO56272,2013-04-15,2013-04-22,2013-04-27,68719476773,86,1120.0,1,1120.0,1120.0
SO56331,2013-04-16,2013-04-23,2013-04-28,601295421494,90,1120.0,1,1120.0,1120.0
SO56332,2013-04-17,2013-04-24,2013-04-29,1692217114697,89,1120.0,1,1120.0,1120.0
SO56333,2013-04-17,2013-04-24,2013-04-29,1589137899584,88,1120.0,1,1120.0,1120.0
SO56427,2013-04-18,2013-04-25,2013-04-30,395136991288,88,1120.0,1,1120.0,1120.0
SO56430,2013-04-19,2013-04-26,2013-05-01,867583393849,88,1120.0,1,1120.0,1120.0
SO56478,2013-04-19,2013-04-26,2013-05-01,1005022347314,90,1120.0,1,1120.0,1120.0
SO56479,2013-04-19,2013-04-26,2013-05-01,1494648619068,90,1120.0,1,1120.0,1120.0
SO56592,2013-04-21,2013-04-28,2013-05-03,695784701994,90,1120.0,1,1120.0,1120.0
SO56593,2013-04-21,2013-04-28,2013-05-03,1374389534786,87,1120.0,1,1120.0,1120.0
SO56641,2013-04-22,2013-04-29,2013-05-04,1649267441711,87,1120.0,1,1120.0,1120.0
SO56644,2013-04-23,2013-04-30,2013-05-05,1202590842929,87,1120.0,1,1120.0,1120.0
SO56691,2013-04-23,2013-04-30,2013-05-05,670014898226,89,1120.0,1,1120.0,1120.0
SO56754,2013-04-24,2013-05-01,2013-05-06,541165879328,90,1120.0,1,1120.0,1120.0
SO56755,2013-04-24,2013-05-01,2013-05-06,429496729654,88,1120.0,1,1120.0,1120.0
SO56756,2013-04-24,2013-05-01,2013-05-06,103079215163,90,1120.0,1,1120.0,1120.0
SO56757,2013-04-25,2013-05-02,2013-05-07,94489280577,89,1120.0,1,1120.0,1120.0
SO56792,2013-04-25,2013-05-02,2013-05-07,1228360646715,86,1120.0,1,1120.0,1120.0
SO56796,2013-04-26,2013-05-03,2013-05-08,944892805168,86,1120.0,1,1120.0,1120.0
SO56848,2013-04-26,2013-05-03,2013-05-08,77309411373,89,1120.0,1,1120.0,1120.0
SO56849,2013-04-26,2013-05-03,2013-05-08,687194767396,90,1120.0,1,1120.0,1120.0
SO56907,2013-04-28,2013-05-05,2013-05-10,1133871366163,86,1120.0,1,1120.0,1120.0
SO56954,2013-04-28,2013-05-05,2013-05-10,429496729653,89,1120.0,1,1120.0,1120.0
SO56959,2013-04-29,2013-05-06,2013-05-11,1176821039169,87,1120.0,1,1120.0,1120.0
SO57007,2013-04-29,2013-05-06,2013-05-11,738734374950,90,1120.0,1,1120.0,1120.0
SO57008,2013-04-29,2013-05-06,2013-05-11,1425929142321,87,1120.0,1,1120.0,1120.0
SO57191,2013-04-30,2013-05-07,2013-05-12,867583393850,89,1120.0,1,1120.0,1120.0
SO57238,2013-04-30,2013-05-07,2013-05-12,764504178734,89,1120.0,1,1120.0,1120.0
SO57297,2013-05-01,2013-05-08,2013-05-13,1288490188883,88,1120.0,1,1120.0,1120.0
SO57301,2013-05-02,2013-05-09,2013-05-14,670014898254,88,1120.0,1,1120.0,1120.0
SO57302,2013-05-02,2013-05-09,2013-05-14,266287972424,86,1120.0,1,1120.0,1120.0
SO57303,2013-05-02,2013-05-09,2013-05-14,592705486931,87,1120.0,1,1120.0,1120.0
SO57304,2013-05-02,2013-05-09,2013-05-14,1520418422858,87,1120.0,1,1120.0,1120.0
SO57305,2013-05-02,2013-05-09,2013-05-14,1219770712136,86,1120.0,1,1120.0,1120.0
SO57306,2013-05-02,2013-05-09,2013-05-14,292057776184,90,1120.0,1,1120.0,1120.0
SO57367,2013-05-02,2013-05-09,2013-05-14,798863917091,89,1120.0,1,1120.0,1120.0
SO57424,2013-05-03,2013-05-10,2013-05-15,1400159338546,88,1120.0,1,1120.0,1120.0
SO57425,2013-05-03,2013-05-10,2013-05-15,1090921693224,90,1120.0,1,1120.0,1120.0
SO57477,2013-05-04,2013-05-11,2013-05-16,695784701996,90,1120.0,1,1120.0,1120.0
SO57478,2013-05-04,2013-05-11,2013-05-16,1125281431606,88,1120.0,1,1120.0,1120.0
SO57479,2013-05-04,2013-05-11,2013-05-16,549755813955,87,1120.0,1,1120.0,1120.0
SO57480,2013-05-04,2013-05-11,2013-05-16,1546188226647,87,1120.0,1,1120.0,1120.0
SO57529,2013-05-05,2013-05-12,2013-05-17,1305670058061,87,1120.0,1,1120.0,1120.0
SO57533,2013-05-06,2013-05-13,2013-05-18,429496729627,87,1120.0,1,1120.0,1120.0
SO57591,2013-05-06,2013-05-13,2013-05-18,1589137899563,87,1120.0,1,1120.0,1120.0
SO57593,2013-05-07,2013-05-14,2013-05-19,1082331758656,89,1120.0,1,1120.0,1120.0
SO57594,2013-05-07,2013-05-14,2013-05-19,1047972020290,90,1120.0,1,1120.0,1120.0
SO57630,2013-05-07,2013-05-14,2013-05-19,68719476774,87,1120.0,1,1120.0,1120.0
SO57682,2013-05-08,2013-05-15,2013-05-20,403726925876,86,1120.0,1,1120.0,1120.0
SO57683,2013-05-08,2013-05-15,2013-05-20,1219770712096,88,1120.0,1,1120.0,1120.0
SO57689,2013-05-09,2013-05-16,2013-05-21,1245540515897,86,1120.0,1,1120.0,1120.0
SO57743,2013-05-09,2013-05-16,2013-05-21,618475290667,87,1120.0,1,1120.0,1120.0
SO57786,2013-05-10,2013-05-17,2013-05-22,1683627180078,86,1120.0,1,1120.0,1120.0
SO57787,2013-05-10,2013-05-17,2013-05-22,601295421539,88,1120.0,1,1120.0,1120.0
SO57788,2013-05-11,2013-05-18,2013-05-23,927712935997,90,1120.0,1,1120.0,1120.0
SO57840,2013-05-11,2013-05-18,2013-05-23,1546188226616,89,1120.0,1,1120.0,1120.0
SO57841,2013-05-11,2013-05-18,2013-05-23,180388626472,86,1120.0,1,1120.0,1120.0
SO57843,2013-05-12,2013-05-19,2013-05-24,317827579974,90,1120.0,1,1120.0,1120.0
SO57901,2013-05-13,2013-05-20,2013-05-25,1443109011527,90,1120.0,1,1120.0,1120.0
SO57902,2013-05-13,2013-05-20,2013-05-25,652835029075,87,1120.0,1,1120.0,1120.0
SO57950,2013-05-13,2013-05-20,2013-05-25,1666447310887,88,1120.0,1,1120.0,1120.0
SO57951,2013-05-13,2013-05-20,2013-05-25,1520418422869,89,1120.0,1,1120.0,1120.0
SO58015,2013-05-14,2013-05-21,2013-05-26,635655159831,90,1120.0,1,1120.0,1120.0
SO58016,2013-05-14,2013-05-21,2013-05-26,1529008357425,90,1120.0,1,1120.0,1120.0
SO58126,2013-05-16,2013-05-23,2013-05-28,798863917097,90,1120.0,1,1120.0,1120.0
SO58127,2013-05-16,2013-05-23,2013-05-28,1382979469392,88,1120.0,1,1120.0,1120.0
SO58187,2013-05-17,2013-05-24,2013-05-29,936302870574,86,1120.0,1,1120.0,1120.0
SO58192,2013-05-18,2013-05-25,2013-05-30,309237645370,88,1120.0,1,1120.0,1120.0
